date,Mom   
19970203,0.33
19970204,0.08
19970205,-0.06
19970206,-0.21
19970207,0.35
19970210,-1.15
19970211,0.06
19970212,0.33
19970213,0.25
19970214,-0.15
19970218,0.21
19970219,-0.06
19970220,-0.83
19970221,-0.28
19970224,0.09
19970225,0
19970226,0
19970227,-0.89
19970228,-0.64
19970303,0.5
19970304,0.23
19970305,0.69
19970306,0.16
19970307,0.01
19970310,0.53
19970311,-0.18
19970312,-0.37
19970313,-0.75
19970314,-0.51
19970317,0.24
19970318,-0.11
19970319,-0.16
19970320,0.09
19970321,0.42
19970324,0.26
19970325,0.24
19970326,0.03
19970327,-0.3
19970331,-0.77
19970401,0.83
19970402,-0.03
19970403,0.31
19970404,0.25
19970407,0.12
19970408,0.45
19970409,-0.1
19970410,-0.2
19970411,-0.61
19970414,0.37
19970415,0.83
19970416,0.17
19970417,0.01
19970418,0.43
19970421,0.7
19970422,1.23
19970423,-0.32
19970424,-0.04
19970425,-0.01
19970428,-0.1
19970429,0.24
19970430,-0.31
19970501,-0.81
19970502,-0.33
19970505,-0.51
19970506,-0.04
19970507,-0.52
19970508,-0.01
19970509,0.23
19970512,-0.19
19970513,-0.11
19970514,0.25
19970515,-0.38
19970516,-0.36
19970519,0.24
19970520,-0.01
19970521,-0.56
19970522,-0.11
19970523,-0.19
19970527,-0.77
19970528,-0.45
19970529,-0.16
19970530,0.07
19970602,-0.09
19970603,0.25
19970604,-0.17
19970605,-0.15
19970606,0.54
19970609,-0.2
19970610,0.11
19970611,0.19
19970612,0.32
19970613,0.49
19970616,0.19
19970617,0.27
19970618,-0.06
19970619,-0.08
19970620,0.23
19970623,0.07
19970624,0.61
19970625,-0.08
19970626,-0.05
19970627,0.08
19970630,-0.25
19970701,0.13
19970702,0.45
19970703,0.57
19970707,0.12
19970708,0.3
19970709,-0.21
19970710,0.2
19970711,0.15
19970714,0.28
19970715,0.46
19970716,0.55
19970717,0.09
19970718,-0.46
19970721,0.1
19970722,0.35
19970723,0.48
19970724,-0.2
19970725,-0.09
19970728,-0.49
19970729,0.14
19970730,0.3
19970731,0.37
19970801,-0.29
19970804,-0.02
19970805,-0.08
19970806,-0.19
19970807,-0.31
19970808,-0.5
19970811,-0.53
19970812,-0.23
19970813,0.15
19970814,0.29
19970815,-0.64
19970818,0.2
19970819,0.65
19970820,0.48
19970821,-0.32
19970822,-0.44
19970825,-0.23
19970826,-0.48
19970827,0.05
19970828,-0.22
19970829,0.14
19970902,0.81
19970903,-0.02
19970904,0.1
19970905,-0.13
19970908,0.03
19970909,-0.03
19970910,-0.55
19970911,-0.23
19970912,0.4
19970915,-0.09
19970916,1.06
19970917,0.55
19970918,-0.28
19970919,0.32
19970922,0.16
19970923,0.02
19970924,-0.43
19970925,-0.36
19970926,0.17
19970929,0.44
19970930,-0.32
19971001,0.08
19971002,0.28
19971003,0.45
19971006,0.11
19971007,0.5
19971008,-0.09
19971009,0.1
19971010,-0.22
19971013,-0.25
19971014,-0.36
19971015,-0.28
19971016,-0.17
19971017,-0.71
19971020,0.1
19971021,0.72
19971022,0.17
19971023,0.07
19971024,-0.54
19971027,-1.2
19971028,1.62
19971029,-0.05
19971030,-0.28
19971031,0.44
19971103,0.75
19971104,0.73
19971105,0.21
19971106,-0.32
19971107,-0.27
19971110,-0.41
19971111,-0.27
19971112,-0.62
19971113,0.42
19971114,0.44
19971117,0.47
19971118,-0.11
19971119,-0.15
19971120,0.43
19971121,-0.05
19971124,-0.3
19971125,-0.02
19971126,0.23
19971128,-0.04
19971201,0.5
19971202,0.58
19971203,0.56
19971204,0.25
19971205,0.25
19971208,0.35
19971209,0.27
19971210,0.27
19971211,-0.21
19971212,0.11
19971215,0.23
19971216,0.46
19971217,-0.26
19971218,0
19971219,-0.12
19971222,0.33
19971223,-0.2
19971224,-0.33
19971226,0.37
19971229,0.95
19971230,0.3
19971231,-0.21
19980102,-1.26
19980105,-0.12
19980106,0.13
19980107,-0.4
19980108,-0.1
19980109,0.05
19980112,0.19
19980113,-0.07
19980114,0.59
19980115,0.11
19980116,0.1
19980120,0.25
19980121,-0.25
19980122,0.1
19980123,-0.42
19980126,0.02
19980127,0.44
19980128,-0.61
19980129,-0.1
19980130,-0.07
19980202,-0.26
19980203,-0.38
19980204,-0.27
19980205,-0.13
19980206,-0.18
19980209,0
19980210,-0.1
19980211,0.06
19980212,-0.01
19980213,-0.15
19980217,0.15
19980218,0.14
19980219,-0.24
19980220,0.02
19980223,0.33
19980224,0.29
19980225,-0.02
19980226,-0.33
19980227,-0.13
19980302,-0.02
19980303,0
19980304,-0.47
19980305,0.44
19980306,0.31
19980309,0.14
19980310,0.22
19980311,-0.25
19980312,0.03
19980313,0.06
19980316,0.34
19980317,0.24
19980318,0.02
19980319,0.36
19980320,-0.22
19980323,-0.23
19980324,0.63
19980325,0.34
19980326,-0.35
19980327,-0.05
19980330,0.06
19980331,0.65
19980401,-0.07
19980402,0.21
19980403,0.69
19980406,-0.07
19980407,0.16
19980408,-0.34
19980409,0.14
19980413,0.37
19980414,0.04
19980415,-0.18
19980416,-0.22
19980417,0.29
19980420,0.14
19980421,-0.49
19980422,-0.11
19980423,-0.21
19980424,-0.29
19980427,-0.81
19980428,0.44
19980429,0.4
19980430,0.63
19980501,-0.11
19980504,-0.1
19980505,-0.39
19980506,-0.49
19980507,-0.05
19980508,0.07
19980511,-0.06
19980512,0.25
19980513,0.32
19980514,0.42
19980515,0.59
19980518,0.37
19980519,0.41
19980520,0.49
19980521,0.28
19980522,-0.27
19980526,-0.01
19980527,0.23
19980528,0.26
19980529,0.47
19980601,0.28
19980602,0.69
19980603,0.17
19980604,0.46
19980605,0.02
19980608,0.48
19980609,0.4
19980610,1.05
19980611,0.34
19980612,0.45
19980615,0.14
19980616,0.31
19980617,0.66
19980618,0.39
19980619,0.34
19980622,-0.01
19980623,0.4
19980624,-0.1
19980625,0.03
19980626,0.11
19980629,0.62
19980630,-0.06
19980701,0.14
19980702,0.25
19980706,1.04
19980707,0.14
19980708,0.41
19980709,0.13
19980710,0.7
19980713,0.68
19980714,0.56
19980715,-1.04
19980716,0.22
19980717,0.3
19980720,0.72
19980721,-0.17
19980722,0.61
19980723,0.29
19980724,0.37
19980727,-0.2
19980728,-0.51
19980729,-0.35
19980730,0.46
19980731,-0.23
19980803,-0.04
19980804,-0.52
19980805,-0.1
19980806,0.05
19980807,-0.56
19980810,0.46
19980811,0.25
19980812,0.24
19980813,0.11
19980814,-0.58
19980817,0.64
19980818,0.25
19980819,0.2
19980820,0.55
19980821,0.17
19980824,0.73
19980825,0.68
19980826,1.16
19980827,0.41
19980828,0.17
19980831,-0.93
19980901,0.88
19980902,0.32
19980903,-0.35
19980904,-1.74
19980908,1.22
19980909,-0.15
19980910,-1.13
19980911,-0.29
19980914,-0.14
19980915,0.37
19980916,-0.32
19980917,-0.18
19980918,0.18
19980921,-0.1
19980922,0.59
19980923,-0.09
19980924,-0.15
19980925,-0.35
19980928,0.51
19980929,0.21
19980930,0.44
19981001,0.85
19981002,0.06
19981005,1.45
19981006,0.32
19981007,0.36
19981008,0.53
19981009,-0.9
19981012,-0.86
19981013,0.4
19981014,0.64
19981015,0.01
19981016,-1.5
19981019,-1.65
19981020,-1.93
19981021,-0.69
19981022,-0.88
19981023,-0.36
19981026,-1.01
19981027,-0.06
19981028,0.51
19981029,-0.97
19981030,-0.85
19981102,-1.74
19981103,-0.06
19981104,-0.96
19981105,-0.16
19981106,-0.69
19981109,0.16
19981110,1.59
19981111,0.44
19981112,0.17
19981113,0.34
19981116,1.02
19981117,0.54
19981118,0.56
19981119,-0.11
19981120,0.07
19981123,0.86
19981124,0.27
19981125,0.11
19981127,-0.06
19981130,0.38
19981201,0.91
19981202,0.56
19981203,-0.06
19981204,1.02
19981207,-0.06
19981208,0.38
19981209,0.62
19981210,0.68
19981211,0.86
19981214,0.54
19981215,1.01
19981216,-0.34
19981217,1.11
19981218,1.21
19981221,1.12
19981222,1.21
19981223,0.21
19981224,-0.51
19981228,0.98
19981229,0.61
19981230,-0.84
19981231,-1.96
19990104,-1.49
19990105,-0.97
19990106,-1.17
19990107,-0.72
19990108,-0.16
19990111,-0.11
19990112,0.12
19990113,0.9
19990114,-0.01
19990115,0.12
19990119,0.61
19990120,0.62
19990121,-0.39
19990122,-0.2
19990125,0.3
19990126,1.87
19990127,0.56
19990128,1.43
19990129,0.4
19990201,-0.16
19990202,-0.49
19990203,-0.47
19990204,-0.83
19990205,-0.84
19990208,0.09
19990209,-0.35
19990210,0.43
19990211,1.64
19990212,-0.24
19990216,0.24
19990217,-0.12
19990218,0.25
19990219,0.05
19990222,0.88
19990223,0.37
19990224,-0.01
19990225,-0.12
19990226,-0.29
19990301,-0.14
19990302,-0.13
19990303,-0.25
19990304,-0.2
19990305,0.85
19990308,0.5
19990309,0.46
19990310,-1.29
19990311,-0.14
19990312,-0.79
19990315,0.7
19990316,0.18
19990317,-0.79
19990318,-0.16
19990319,-0.02
19990322,-0.56
19990323,-0.16
19990324,-0.33
19990325,0.3
19990326,-0.63
19990329,-0.31
19990330,0.99
19990331,0.27
19990401,0.96
19990405,1.25
19990406,0.91
19990407,0.79
19990408,0.33
19990409,-0.68
19990412,0.11
19990413,-0.58
19990414,-2.73
19990415,-2.78
19990416,-2.68
19990419,-4.11
19990420,1.79
19990421,1.32
19990422,0.63
19990423,0.05
19990426,0.74
19990427,-0.79
19990428,-2.52
19990429,-1.34
19990430,-0.06
19990503,-1.32
19990504,-1.42
19990505,0.54
19990506,-0.41
19990507,-0.02
19990510,-0.54
19990511,0.73
19990512,0.73
19990513,-0.66
19990514,-0.58
19990517,0.52
19990518,-0.23
19990519,-0.54
19990520,-0.94
19990521,-1.02
19990524,-0.47
19990525,-1.27
19990526,0.99
19990527,0.13
19990528,0.54
19990601,-0.34
19990602,0.42
19990603,-0.26
19990604,1.06
19990607,0.2
19990608,-0.04
19990609,0.6
19990610,-0.07
19990611,-0.65
19990614,-0.58
19990615,-0.16
19990616,1.46
19990617,0.35
19990618,0.42
19990621,0.84
19990622,-0.25
19990623,0.55
19990624,-0.22
19990625,0.02
19990628,0.45
19990629,0.42
19990630,1.21
19990701,0.04
19990702,0.32
19990706,0.42
19990707,0.49
19990708,0.43
19990709,-0.14
19990712,0.09
19990713,0.15
19990714,0.65
19990715,-0.39
19990716,0.06
19990719,0.46
19990720,-1.15
19990721,0.52
19990722,-1.11
19990723,0.55
19990726,-0.98
19990727,0.8
19990728,0.87
19990729,-0.58
19990730,0.5
19990802,-0.2
19990803,-0.4
19990804,-0.41
19990805,0.52
19990806,0.23
19990809,-0.64
19990810,0.02
19990811,1.02
19990812,0.18
19990813,1.4
19990816,0.13
19990817,0.26
19990818,-0.26
19990819,-0.77
19990820,0.17
19990823,1.22
19990824,0.66
19990825,0.07
19990826,0.07
19990827,0.06
19990830,-0.11
19990831,0.84
19990901,0.25
19990902,-0.02
19990903,1.35
19990907,0.92
19990908,0.11
19990909,0.62
19990910,0.53
19990913,-0.38
19990914,0.6
19990915,-1.07
19990916,0.28
19990917,1.03
19990920,0.25
19990921,-0.19
19990922,0.58
19990923,-0.78
19990924,0.08
19990927,0.64
19990928,0.12
19990929,-0.16
19990930,0.29
19991001,-0.21
19991004,1.09
19991005,0.68
19991006,0.36
19991007,0.07
19991008,-0.09
19991011,1.11
19991012,-0.15
19991013,-0.65
19991014,0.34
19991015,-0.4
19991018,-0.94
19991019,0.27
19991020,2.45
19991021,0.46
19991022,0.03
19991025,-0.15
19991026,0.47
19991027,-0.74
19991028,0.11
19991029,1.13
19991101,0.07
19991102,0.11
19991103,0.52
19991104,0.72
19991105,0.47
19991108,0.19
19991109,0.12
19991110,1.05
19991111,0.85
19991112,0.12
19991115,-0.66
19991116,0.44
19991117,-0.43
19991118,0.46
19991119,0.11
19991122,-0.54
19991123,0.35
19991124,0.6
19991126,0.39
19991129,-0.27
19991130,-0.4
19991201,1.16
19991202,1.32
19991203,1.2
19991206,1.18
19991207,0.71
19991208,0.78
19991209,0.7
19991210,0.46
19991213,1.13
19991214,-0.63
19991215,0.89
19991216,0.51
19991217,0.85
19991220,0.65
19991221,0.58
19991222,0.07
19991223,0.04
19991227,0.78
19991228,0.28
19991229,-0.19
19991230,-0.75
19991231,0.36
20000103,-0.08
20000104,-1.91
20000105,-0.49
20000106,-1.49
20000107,0.56
20000110,2
20000111,-1.14
20000112,-0.65
20000113,0.22
20000114,1.19
20000118,1.31
20000119,0.84
20000120,1.76
20000121,1.33
20000124,-1.26
20000125,1.36
20000126,-0.9
20000127,-0.67
20000128,-1.55
20000131,-0.31
20000201,1.27
20000202,0.79
20000203,0.95
20000204,1.02
20000207,0.94
20000208,1.61
20000209,0.28
20000210,2.61
20000211,-0.25
20000214,0.95
20000215,-0.39
20000216,0.51
20000217,1.08
20000218,-0.26
20000222,-0.45
20000223,2.26
20000224,1.73
20000225,0.51
20000228,0.32
20000229,1.89
20000301,1
20000302,1.25
20000303,1.9
20000306,1.09
20000307,0.86
20000308,-0.51
20000309,0.82
20000310,0.43
20000313,-1.67
20000314,-2.24
20000315,-5.24
20000316,-2.39
20000317,1.73
20000320,-1.34
20000321,-0.75
20000322,2.84
20000323,0.62
20000324,-0.05
20000327,0.99
20000328,-1.4
20000329,-2.8
20000330,-3.38
20000331,1.44
20000403,-4.89
20000404,-1.98
20000405,0.97
20000406,2.09
20000407,2.45
20000410,-3.32
20000411,-2.71
20000412,-5.83
20000413,-1.64
20000414,-3
20000417,1.9
20000418,5.09
20000419,0.13
20000420,-0.7
20000424,-2.53
20000425,2.55
20000426,-0.11
20000427,1.99
20000428,1.2
20000501,1.16
20000502,-1.61
20000503,-0.93
20000504,-0.14
20000505,0.93
20000508,-2.12
20000509,-1.54
20000510,-2.62
20000511,0.84
20000512,0.43
20000515,0.56
20000516,0.96
20000517,-0.08
20000518,-1.18
20000519,-1.29
20000522,-0.93
20000523,-1.96
20000524,-0.29
20000525,-0.14
20000526,-0.46
20000530,3.34
20000531,0.07
20000601,1.75
20000602,2.16
20000605,1.02
20000606,0.08
20000607,0.3
20000608,1.28
20000609,0.91
20000612,-0.78
20000613,1.15
20000614,-0.05
20000615,1.09
20000616,2.1
20000619,1.26
20000620,0.61
20000621,1.15
20000622,-1.07
20000623,0.46
20000626,1.09
20000627,-0.6
20000628,0.62
20000629,0.5
20000630,0.35
20000703,-0.58
20000705,-1.67
20000706,0.62
20000707,1.11
20000710,-0.27
20000711,0.39
20000712,0.75
20000713,0.03
20000714,-0.14
20000717,0.95
20000718,-1.03
20000719,-0.87
20000720,1.48
20000721,-0.71
20000724,-0.94
20000725,0.1
20000726,0.67
20000727,-1.21
20000728,-1.32
20000731,0.55
20000801,-0.62
20000802,0.02
20000803,0.4
20000804,0.26
20000807,0.5
20000808,-0.56
20000809,0.06
20000810,-1.09
20000811,-0.27
20000814,0.61
20000815,-0.26
20000816,-0.15
20000817,1.03
20000818,0.12
20000821,0.52
20000822,0.16
20000823,1.2
20000824,0.86
20000825,0.18
20000828,0.25
20000829,-0.04
20000830,0.48
20000831,1.19
20000901,-0.08
20000905,-1.14
20000906,-0.98
20000907,1.58
20000908,-0.53
20000911,-0.36
20000912,0.21
20000913,0.49
20000914,1.04
20000915,-0.06
20000918,-0.04
20000919,1.43
20000920,1.16
20000921,-0.42
20000922,0.47
20000925,0.41
20000926,0.06
20000927,1
20000928,-0.64
20000929,-0.88
20001002,-0.06
20001003,-0.92
20001004,0.12
20001005,-0.18
20001006,-0.63
20001009,0
20001010,-0.89
20001011,1.35
20001012,-0.33
20001013,3.19
20001016,1.37
20001017,-0.06
20001018,-1.22
20001019,-0.08
20001020,-0.27
20001023,-0.23
20001024,-1.38
20001025,-1.73
20001026,-0.35
20001027,-1.19
20001030,-2.06
20001031,0.8
20001101,-0.36
20001102,-0.44
20001103,0.68
20001106,0.38
20001107,-0.37
20001108,-0.74
20001109,0.64
20001110,0.86
20001113,-1.82
20001114,0.96
20001115,1.53
20001116,0.32
20001117,-0.06
20001120,-0.6
20001121,1.46
20001122,-0.35
20001124,-0.18
20001127,0.09
20001128,0.79
20001129,-0.1
20001130,1.41
20001201,0.75
20001204,-0.03
20001205,1.12
20001206,0.86
20001207,1.32
20001208,-0.3
20001211,-0.5
20001212,-1.8
20001213,0.06
20001214,-0.01
20001215,1.34
20001218,2.54
20001219,0.82
20001220,1.62
20001221,0.35
20001222,-1.72
20001226,1.97
20001227,0.12
20001228,0.16
20001229,-0.06
20010102,-1.29
20010103,-7.36
20010104,-4.27
20010105,0.64
20010108,0.19
20010109,-1.56
20010110,-1.19
20010111,-2.94
20010112,-1.1
20010116,0.04
20010117,-1.78
20010118,-2.31
20010119,-1.19
20010122,1.13
20010123,-0.35
20010124,-1.1
20010125,2.39
20010126,0.1
20010129,-1.53
20010130,-1.05
20010131,0.55
20010201,0.28
20010202,2.98
20010205,1.61
20010206,-0.36
20010207,2.33
20010208,0.74
20010209,2.31
20010212,-0.6
20010213,1.14
20010214,-0.96
20010215,-2.08
20010216,3.3
20010220,1.8
20010221,0.48
20010222,0.05
20010223,-0.14
20010226,-0.66
20010227,2.62
20010228,1.06
20010301,-0.59
20010302,1.6
20010305,-0.78
20010306,-2.39
20010307,0.67
20010308,1.81
20010309,3.07
20010312,2.43
20010313,-3.13
20010314,0.31
20010315,0.93
20010316,1.43
20010319,-1.59
20010320,2.38
20010321,0.07
20010322,-3.06
20010323,-0.92
20010326,0.9
20010327,-1.06
20010328,3.66
20010329,1.49
20010330,0.1
20010402,2.26
20010403,3.86
20010404,1.29
20010405,-5.38
20010406,1.7
20010409,0.43
20010410,-3.14
20010411,-2.42
20010412,-1.65
20010416,1.33
20010417,0.37
20010418,-5.63
20010419,-3.67
20010420,-0.25
20010423,2.56
20010424,1.47
20010425,-0.38
20010426,0.84
20010427,-0.79
20010430,-1.14
20010501,-1.2
20010502,-3.03
20010503,2
20010504,-0.63
20010507,0.18
20010508,-0.14
20010509,1.23
20010510,0.4
20010511,0.87
20010514,1.29
20010515,0.4
20010516,-1.34
20010517,-1.12
20010518,-0.26
20010521,-3.25
20010522,-0.8
20010523,1.33
20010524,-0.26
20010525,0.42
20010529,2.41
20010530,3.05
20010531,-0.54
20010601,-0.66
20010604,0.49
20010605,-1.86
20010606,-0.25
20010607,-1.44
20010608,1
20010611,1.18
20010612,0.35
20010613,1.19
20010614,1.53
20010615,0.98
20010618,1.83
20010619,0.26
20010620,-0.32
20010621,-0.48
20010622,0.06
20010625,-0.79
20010626,-0.1
20010627,-0.4
20010628,-1.14
20010629,-1.02
20010702,0.13
20010703,0.44
20010705,1.72
20010706,1.57
20010709,-0.64
20010710,1.75
20010711,0.53
20010712,-2.28
20010713,-0.1
20010716,1.67
20010717,-0.21
20010718,2.13
20010719,-1.22
20010720,0.21
20010723,0.71
20010724,0.39
20010725,-0.21
20010726,-0.93
20010727,-0.58
20010730,0.71
20010731,0.12
20010801,-1
20010802,-0.85
20010803,0.15
20010806,0.48
20010807,0.42
20010808,1.33
20010809,0.43
20010810,0.5
20010813,-0.15
20010814,0.93
20010815,1.33
20010816,0.51
20010817,1.29
20010820,0.31
20010821,1.25
20010822,-0.78
20010823,0.38
20010824,-2.84
20010827,-0.78
20010828,1.28
20010829,0.93
20010830,1.65
20010831,-0.84
20010904,1.35
20010905,1.07
20010906,1.55
20010907,-0.36
20010910,-0.29
20010917,2.69
20010918,1.58
20010919,0.59
20010920,0.75
20010921,0.36
20010924,-2.08
20010925,1.23
20010926,2.04
20010927,1.77
20010928,-0.47
20011001,0.48
20011002,0.3
20011003,-1.99
20011004,-1.19
20011005,-0.47
20011008,-0.87
20011009,0.88
20011010,-1.44
20011011,-2.78
20011012,-0.85
20011015,0.54
20011016,-0.74
20011017,0.86
20011018,0.35
20011019,0.25
20011022,-0.74
20011023,-0.02
20011024,-0.64
20011025,-1.26
20011026,-0.32
20011029,1.43
20011030,1.47
20011031,-0.98
20011101,-0.92
20011102,0.32
20011105,-1.24
20011106,-1.33
20011107,-0.62
20011108,-0.81
20011109,-0.18
20011112,-0.12
20011113,-1.77
20011114,-1.19
20011115,0.05
20011116,-0.47
20011119,-1.33
20011120,1.74
20011121,0.09
20011123,-0.73
20011126,-0.99
20011127,-0.39
20011128,2.1
20011129,-0.45
20011130,0.23
20011203,1.41
20011204,-0.87
20011205,-1.46
20011206,-0.79
20011207,0.33
20011210,0.69
20011211,0.01
20011212,-0.07
20011213,1.04
20011214,0.72
20011217,0.21
20011218,-0.46
20011219,0
20011220,0.43
20011221,-0.61
20011224,0.12
20011226,-0.11
20011227,-0.78
20011228,-0.56
20011231,-0.23
20020102,-0.97
20020103,-0.43
20020104,-0.29
20020107,0.36
20020108,0.35
20020109,0.05
20020110,0.2
20020111,0.35
20020114,0.86
20020115,0.35
20020116,1.31
20020117,0.1
20020118,0.38
20020122,1.19
20020123,-0.71
20020124,-0.66
20020125,0.33
20020128,0.49
20020129,1.03
20020130,0.46
20020131,0.35
20020201,0.17
20020204,2.23
20020205,1.01
20020206,0.46
20020207,-0.16
20020208,-0.99
20020211,-0.67
20020212,0.48
20020213,-0.15
20020214,0.43
20020215,0.75
20020219,0.94
20020220,-0.04
20020221,1.26
20020222,-0.03
20020225,-0.74
20020226,0.14
20020227,0.08
20020228,0.2
20020301,-0.76
20020304,-1.3
20020305,-1.08
20020306,-0.94
20020307,-0.07
20020308,-0.73
20020311,-0.64
20020312,0.83
20020313,0.89
20020314,0.29
20020315,0.39
20020318,-0.13
20020319,0.44
20020320,0.99
20020321,-0.37
20020322,0.54
20020325,0.48
20020326,0.6
20020327,0.25
20020328,-0.45
20020401,-0.34
20020402,0.34
20020403,0.42
20020404,0.66
20020405,0.78
20020408,0.57
20020409,0.36
20020410,0.44
20020411,1.22
20020412,0.04
20020415,-0.01
20020416,-1.63
20020417,-0.84
20020418,0.39
20020419,0.51
20020422,1.18
20020423,0.83
20020424,0.96
20020425,0.5
20020426,1.11
20020429,0.65
20020430,0.07
20020501,0.14
20020502,1.35
20020503,0.74
20020506,1.52
20020507,0.65
20020508,-4.5
20020509,1.55
20020510,1.06
20020513,-1.52
20020514,-1.41
20020515,0.63
20020516,-0.38
20020517,-0.32
20020520,0.52
20020521,0.71
20020522,0.14
20020523,-0.55
20020524,0.95
20020528,-0.01
20020529,1.38
20020530,0.41
20020531,0.61
20020603,1.57
20020604,-1.11
20020605,0.8
20020606,1.65
20020607,0.17
20020610,0.5
20020611,1.94
20020612,-0.03
20020613,0.07
20020614,-0.22
20020617,-0.94
20020618,0.48
20020619,2.15
20020620,1.31
20020621,0.9
20020624,-1.11
20020625,-0.09
20020626,0.36
20020627,-0.88
20020628,-0.14
20020701,2.16
20020702,1.16
20020703,-0.75
20020705,-2.1
20020708,1.84
20020709,1.2
20020710,1.17
20020711,-2.63
20020712,-1.08
20020715,-1.14
20020716,-0.69
20020717,-0.68
20020718,1
20020719,-0.26
20020722,1.13
20020723,3.14
20020724,0.4
20020725,2.97
20020726,-0.6
20020729,-1.55
20020730,-1.37
20020731,0.47
20020801,1.71
20020802,0.85
20020805,2.27
20020806,-1.4
20020807,-0.43
20020808,-1.05
20020809,0.41
20020812,0.12
20020813,1.45
20020814,-1.48
20020815,-0.11
20020816,-0.64
20020819,-1.52
20020820,0.38
20020821,-2.17
20020822,-1.64
20020823,1.13
20020826,-0.4
20020827,1.22
20020828,0.97
20020829,-0.62
20020830,1.47
20020903,2
20020904,-1.03
20020905,1.73
20020906,-1.27
20020909,0.14
20020910,-0.88
20020911,-0.37
20020912,1.1
20020913,0.72
20020916,1.15
20020917,0.58
20020918,0.29
20020919,0.94
20020920,0.28
20020923,0.91
20020924,-0.25
20020925,-0.88
20020926,0.95
20020927,1.36
20020930,0.16
20021001,-0.56
20021002,1.16
20021003,0.03
20021004,0.85
20021007,-0.36
20021008,1.16
20021009,-0.05
20021010,-1.3
20021011,-1.51
20021014,-0.08
20021015,-2.22
20021016,1.91
20021017,-2
20021018,-0.06
20021021,-0.7
20021022,-0.48
20021023,-0.57
20021024,-0.78
20021025,-1.13
20021028,-1.29
20021029,1.31
20021030,-1.28
20021031,-0.91
20021101,-1.87
20021104,-3.41
20021105,-0.18
20021106,-1.65
20021107,1.43
20021108,0.4
20021111,1.95
20021112,-1.4
20021113,0.09
20021114,-1.67
20021115,-0.13
20021118,-0.77
20021119,0.37
20021120,-1.93
20021121,-3.69
20021122,-0.8
20021125,-2.21
20021126,0.79
20021127,-1.37
20021129,-0.44
20021202,-0.37
20021203,2.17
20021204,2.14
20021205,0.74
20021206,0.38
20021209,2.63
20021210,-0.91
20021211,-0.06
20021212,-0.18
20021213,1.05
20021216,-0.66
20021217,0.16
20021218,1.5
20021219,0.43
20021220,0.22
20021223,-0.15
20021224,0.35
20021226,-0.08
20021227,0.25
20021230,0.91
20021231,-0.7
20030102,-1.6
20030103,-0.02
20030106,-1.87
20030107,-0.9
20030108,1.02
20030109,-1.48
20030110,-1.03
20030113,-0.21
20030114,-0.85
20030115,0.86
20030116,1.01
20030117,1.89
20030121,0.26
20030122,0.67
20030123,-0.56
20030124,1.54
20030127,0.62
20030128,-0.69
20030129,-0.25
20030130,1.42
20030131,0.78
20030203,-0.15
20030204,0.99
20030205,0.11
20030206,0.29
20030207,0.18
20030210,-0.09
20030211,0.13
20030212,0.45
20030213,0.72
20030214,-0.56
20030218,-1.17
20030219,0.29
20030220,0.38
20030221,0.11
20030224,0.46
20030225,-0.07
20030226,0.68
20030227,-0.71
20030228,-0.51
20030303,0.43
20030304,1.02
20030305,0.13
20030306,0.58
20030307,0.19
20030310,1.01
20030311,0.78
20030312,-0.47
20030313,-1.83
20030314,-0.02
20030317,-1.91
20030318,-1.12
20030319,0.04
20030320,-0.14
20030321,-0.93
20030324,1.81
20030325,-0.52
20030326,0.04
20030327,0.41
20030328,0.75
20030331,0.84
20030401,-0.38
20030402,-1.67
20030403,-0.13
20030404,0.36
20030407,-1.08
20030408,0.77
20030409,0.38
20030410,0.12
20030411,0.26
20030414,-0.97
20030415,-0.41
20030416,-0.7
20030417,-1.06
20030421,-0.52
20030422,-1.05
20030423,-1.5
20030424,-0.05
20030425,1.01
20030428,-0.85
20030429,-0.49
20030430,-0.37
20030501,-0.13
20030502,-1.17
20030505,-0.77
20030506,-0.93
20030507,0.16
20030508,0.37
20030509,-0.96
20030512,-1.03
20030513,-0.38
20030514,-0.56
20030515,-0.4
20030516,0.27
20030519,1.06
20030520,-0.12
20030521,-0.39
20030522,-0.57
20030523,-0.69
20030527,-0.84
20030528,-0.35
20030529,-0.77
20030530,-0.43
20030602,-0.75
20030603,0.1
20030604,-0.72
20030605,-0.31
20030606,-0.52
20030609,0.88
20030610,-0.03
20030611,0.37
20030612,0.14
20030613,0.89
20030616,-0.33
20030617,-0.39
20030618,-0.22
20030619,-0.29
20030620,-0.48
20030623,0.77
20030624,-0.02
20030625,0.39
20030626,0.3
20030627,-0.17
20030630,-0.04
20030701,0.33
20030702,0.28
20030703,0.39
20030707,0.68
20030708,0.11
20030709,0.03
20030710,0.04
20030711,-0.05
20030714,0.46
20030715,-0.32
20030716,-0.28
20030717,-0.2
20030718,-0.07
20030721,0.12
20030722,-0.41
20030723,0.14
20030724,0.04
20030725,-0.25
20030728,-0.18
20030729,0.33
20030730,-0.59
20030731,-0.29
20030801,-0.2
20030804,-0.15
20030805,-0.23
20030806,-0.53
20030807,-0.46
20030808,-0.1
20030811,0.61
20030812,0.58
20030813,0.14
20030814,-0.17
20030815,0.06
20030818,0.56
20030819,0.11
20030820,0.12
20030821,-0.24
20030822,0.01
20030825,-0.55
20030826,0.08
20030827,0.47
20030828,0.24
20030829,0.11
20030902,0.1
20030903,-0.11
20030904,0.09
20030905,0.01
20030908,0.09
20030909,0.12
